timestamp,temporada,temperatura_ext,temperatura_int,consumo_electrico,kwh_ac,consumo_agua,presion_tuberia,humedad_interior,gas_nivel,gas_flujo,gas_fuga,gas_activo,anomalia,tipo_anomalia,fuente_temp
2025-01-01 08:30:00,invierno,11.44,8.48,0.579,0.0,33.37,2.513,25.0,99.69,15.7,False,True,False,,open-meteo-2025
2025-01-01 09:00:00,invierno,12.67,10.87,0.521,0.0,24.73,2.465,34.2,,,,False,False,,open-meteo-2025
2025-01-01 09:30:00,invierno,12.67,9.34,0.597,0.0,25.39,2.755,26.9,,,,False,False,,open-meteo-2025
2025-01-01 10:00:00,invierno,14.27,11.9,0.527,0.0,13.25,2.694,26.9,99.64,0.0,False,True,False,,open-meteo-2025
2025-01-01 10:30:00,invierno,14.27,12.27,0.564,0.0,13.07,2.393,25.1,,,,False,False,,open-meteo-2025
2025-01-01 11:00:00,invierno,16.14,13.77,0.548,0.0,17.13,2.604,22.5,,,,False,False,,open-meteo-2025
2025-01-01 11:30:00,invierno,16.14,13.65,0.498,0.0,14.7,2.546,31.4,,,,False,False,,open-meteo-2025
2025-01-01 12:00:00,invierno,18.15,15.39,0.572,0.0,14.99,2.776,26.8,,,,False,False,,open-meteo-2025
2025-01-01 12:30:00,invierno,18.15,15.79,0.528,0.0,24.13,2.932,28.8,,,,False,False,,open-meteo-2025
2025-01-01 13:00:00,invierno,20.16,17.53,0.507,0.0,27.43,2.619,25.8,99.55,16.9,False,True,False,,open-meteo-2025
2025-01-01 13:30:00,invierno,20.16,18.11,0.528,0.0,22.07,2.665,29.4,99.54,12.9,False,True,False,,open-meteo-2025
2025-01-01 14:00:00,invierno,22.02,18.88,0.564,0.0,14.03,2.728,30.2,,,,False,False,,open-meteo-2025
2025-01-01 14:30:00,invierno,22.02,19.49,0.535,0.0,15.86,2.757,28.6,,,,False,False,,open-meteo-2025
2025-01-01 15:00:00,invierno,23.63,20.63,0.546,0.0,17.69,2.869,26.6,,,,False,False,,open-meteo-2025
2025-01-01 15:30:00,invierno,23.63,20.69,0.536,0.0,14.41,2.743,27.0,99.48,16.0,False,True,False,,open-meteo-2025
2025-01-01 16:00:00,invierno,24.86,22.92,0.529,0.0,16.83,2.748,30.3,,,,False,False,,open-meteo-2025
2025-01-01 16:30:00,invierno,24.86,21.63,0.454,0.0,17.14,2.775,30.1,,,,False,False,,open-meteo-2025
2025-01-01 17:00:00,invierno,25.64,23.07,0.503,0.0,19.86,2.794,23.7,,,,False,False,,open-meteo-2025
2025-01-01 17:30:00,invierno,25.64,22.97,0.535,0.0,19.6,2.76,23.0,,,,False,False,,open-meteo-2025
2025-01-01 18:00:00,invierno,25.9,23.69,0.553,0.0,15.71,2.902,25.5,99.41,0.0,False,True,False,,open-meteo-2025
2025-01-01 18:30:00,invierno,25.9,23.43,0.465,0.0,13.97,2.658,22.7,,,,False,False,,open-meteo-2025
2025-01-01 19:00:00,invierno,25.64,22.37,0.536,0.0,26.48,2.741,28.4,,,,False,False,,open-meteo-2025
2025-01-01 19:30:00,invierno,25.64,22.58,0.552,0.0,38.08,2.458,29.0,,,,False,False,,open-meteo-2025
2025-01-01 20:00:00,invierno,24.86,22.02,0.473,0.0,33.01,2.753,24.2,99.34,0.0,False,True,False,,open-meteo-2025
2025-01-01 20:30:00,invierno,24.86,22.18,0.542,0.0,28.59,2.624,25.1,99.32,13.5,False,True,False,,open-meteo-2025
2025-01-01 21:00:00,invierno,23.63,20.86,0.563,0.0,31.2,2.516,23.6,,,,False,False,,open-meteo-2025
2025-01-01 21:30:00,invierno,23.63,21.13,0.579,0.0,28.1,2.678,25.7,,,,False,False,,open-meteo-2025
2025-01-01 22:00:00,invierno,22.03,18.82,0.564,0.0,33.79,2.662,29.7,99.26,10.1,False,True,False,,open-meteo-2025
2025-01-01 22:30:00,invierno,22.03,19.49,0.543,0.0,26.26,2.768,26.8,,,,False,False,,open-meteo-2025
2025-01-01 23:00:00,invierno,20.16,17.39,0.584,0.0,17.73,2.486,25.0,,,,False,False,,open-meteo-2025
2025-01-01 23:30:00,invierno,20.16,18.27,0.525,0.0,13.37,2.628,27.3,,,,False,False,,open-meteo-2025
2025-01-02 00:00:00,invierno,19.3,16.4,0.601,0.0,16.94,2.664,28.4,99.19,0.0,False,True,False,,open-meteo-2025
2025-01-02 00:30:00,invierno,19.3,17.08,0.58,0.0,15.96,2.759,32.1,,,,False,False,,open-meteo-2025
2025-01-02 01:00:00,invierno,17.05,15.37,0.496,0.0,16.88,2.997,27.6,99.15,15.1,False,True,False,,open-meteo-2025
2025-01-02 01:30:00,invierno,17.05,14.47,0.565,0.0,17.06,2.637,27.5,,,,False,False,,open-meteo-2025
2025-01-02 02:00:00,invierno,14.95,12.66,0.57,0.0,15.99,2.778,24.4,,,,False,False,,open-meteo-2025
2025-01-02 02:30:00,invierno,14.95,12.62,0.49,0.0,13.09,2.587,27.4,,,,False,False,,open-meteo-2025
2025-01-02 03:00:00,invierno,13.15,10.82,0.512,0.0,16.01,2.75,26.3,,,,False,False,,open-meteo-2025
2025-01-02 03:30:00,invierno,13.15,10.66,0.585,0.0,16.99,2.689,28.9,,,,False,False,,open-meteo-2025
2025-01-02 04:00:00,invierno,11.77,9.57,0.51,0.0,17.29,2.633,26.5,99.04,5.8,False,True,False,,open-meteo-2025
2025-01-02 04:30:00,invierno,11.77,9.09,0.506,0.0,14.55,2.834,30.1,,,,False,False,,open-meteo-2025
2025-01-02 05:00:00,invierno,10.9,8.42,0.57,0.0,13.3,2.595,32.2,,,,False,False,,open-meteo-2025
2025-01-02 05:30:00,invierno,10.9,8.32,0.584,0.0,15.72,2.801,26.3,,,,False,False,,open-meteo-2025
2025-01-02 06:00:00,invierno,10.6,7.55,0.586,0.0,23.65,2.447,26.1,,,,False,False,,open-meteo-2025
2025-01-02 06:30:00,invierno,10.6,7.56,0.498,0.0,25.16,2.515,27.2,,,,False,False,,open-meteo-2025
2025-01-02 07:00:00,invierno,10.9,8.41,0.575,0.0,20.79,2.855,26.8,98.92,15.1,False,True,False,,open-meteo-2025
2025-01-02 07:30:00,invierno,10.9,8.29,0.519,0.0,28.99,2.559,22.3,98.9,4.1,False,True,False,,open-meteo-2025
2025-01-02 08:00:00,invierno,11.77,9.36,0.485,0.0,28.66,2.621,21.5,,,,False,False,,open-meteo-2025
2025-01-02 08:30:00,invierno,11.77,9.11,0.6,0.0,24.27,2.534,27.3,,,,False,False,,open-meteo-2025
2025-01-02 09:00:00,invierno,13.15,10.18,0.539,0.0,21.33,2.507,19.9,,,,False,False,,open-meteo-2025
2025-01-02 09:30:00,invierno,13.15,10.64,0.575,0.0,28.94,2.779,26.8,,,,False,False,,open-meteo-2025
2025-01-02 10:00:00,invierno,14.95,11.82,0.544,0.0,9.15,2.776,31.0,,,,False,False,,open-meteo-2025
2025-01-02 10:30:00,invierno,14.95,12.36,0.503,0.0,17.03,2.521,27.3,98.8,3.4,False,True,False,,open-meteo-2025
2025-01-02 11:00:00,invierno,17.05,15.23,0.564,0.0,11.9,2.598,30.3,,,,False,False,,open-meteo-2025
2025-01-02 11:30:00,invierno,17.05,14.1,0.567,0.0,16.45,2.631,28.5,,,,False,False,,open-meteo-2025
2025-01-02 12:00:00,invierno,19.3,16.93,0.489,0.0,25.06,2.774,27.7,,,,False,False,,open-meteo-2025
2025-01-02 12:30:00,invierno,19.3,16.6,0.576,0.0,23.27,2.57,30.3,,,,False,False,,open-meteo-2025
2025-01-02 13:00:00,invierno,21.55,18.73,0.472,0.0,24.74,2.484,26.2,98.71,6.1,False,True,False,,open-meteo-2025
2025-01-02 13:30:00,invierno,21.55,19.13,0.528,0.0,20.86,2.576,29.7,98.69,0.0,False,True,False,,open-meteo-2025
2025-01-02 14:00:00,invierno,23.65,20.7,0.594,0.0,14.04,2.834,24.3,,,,False,False,,open-meteo-2025
2025-01-02 14:30:00,invierno,23.65,21.65,0.614,0.0,13.49,2.732,25.7,,,,False,False,,open-meteo-2025
2025-01-02 15:00:00,invierno,25.45,22.2,0.504,0.0,14.76,2.591,28.4,98.63,10.9,False,True,False,,open-meteo-2025
2025-01-02 15:30:00,invierno,25.45,22.45,0.562,0.0,11.12,2.765,31.4,98.61,8.0,False,True,False,,open-meteo-2025
2025-01-02 16:00:00,invierno,26.83,23.44,0.593,0.0,12.14,2.842,22.5,98.59,0.0,False,True,False,,open-meteo-2025
2025-01-02 16:30:00,invierno,26.83,24.48,0.572,0.0,16.64,2.73,18.8,,,,False,False,,open-meteo-2025
2025-01-02 17:00:00,invierno,27.7,25.09,0.547,0.0,17.88,2.835,27.5,,,,False,False,,open-meteo-2025
2025-01-02 17:30:00,invierno,27.7,25.0,0.597,0.0,15.74,2.778,26.0,98.53,0.0,False,True,False,,open-meteo-2025
2025-01-02 18:00:00,invierno,28.0,25.52,0.634,0.0,14.43,2.603,24.4,98.51,3.4,False,True,False,,open-meteo-2025
2025-01-02 18:30:00,invierno,28.0,25.02,0.489,0.0,18.08,2.583,28.0,,,,False,False,,open-meteo-2025
2025-01-02 19:00:00,invierno,27.7,24.6,0.588,0.0,30.26,2.626,29.1,98.47,3.3,False,True,False,,open-meteo-2025
2025-01-02 19:30:00,invierno,27.7,25.61,0.502,0.0,29.19,2.605,27.6,98.45,14.4,False,True,False,,open-meteo-2025
2025-01-02 20:00:00,invierno,26.83,23.97,0.53,0.0,23.37,2.571,22.2,98.43,17.6,False,True,False,,open-meteo-2025
2025-01-02 20:30:00,invierno,26.83,23.79,0.527,0.0,33.26,2.814,21.9,98.41,14.5,False,True,False,,open-meteo-2025
2025-01-02 21:00:00,invierno,25.45,23.04,0.589,0.0,31.8,2.695,22.9,98.39,0.0,False,True,False,,open-meteo-2025
2025-01-02 21:30:00,invierno,25.45,22.85,0.566,0.0,32.75,2.937,26.3,,,,False,False,,open-meteo-2025
2025-01-02 22:00:00,invierno,23.65,21.05,0.568,0.0,36.24,2.663,28.0,,,,False,False,,open-meteo-2025
2025-01-02 22:30:00,invierno,23.65,21.53,0.555,0.0,24.95,2.694,28.2,,,,False,False,,open-meteo-2025
2025-01-02 23:00:00,invierno,21.55,19.56,0.634,0.0,16.75,2.618,28.8,,,,False,False,,open-meteo-2025
2025-01-02 23:30:00,invierno,21.55,19.12,0.54,0.0,16.43,2.647,30.2,,,,False,False,,open-meteo-2025
2025-01-03 00:00:00,invierno,19.65,17.06,0.512,0.0,18.88,2.858,25.6,98.28,16.1,False,True,False,,open-meteo-2025
2025-01-03 00:30:00,invierno,19.65,16.8,0.595,0.0,13.29,2.658,30.5,,,,False,False,,open-meteo-2025
2025-01-03 01:00:00,invierno,17.51,15.31,6.680688605365463,0.0,15.52,2.922,22.4,98.25,0.0,False,True,True,pico_electrico,open-meteo-2025
2025-01-03 01:30:00,invierno,17.51,14.63,0.575,0.0,17.11,3.037,23.1,98.23,15.9,False,True,False,,open-meteo-2025
2025-01-03 02:00:00,invierno,15.52,13.18,0.519,0.0,14.52,2.722,34.9,,,,False,False,,open-meteo-2025
2025-01-03 02:30:00,invierno,15.52,12.93,0.613,0.0,15.8,2.683,30.3,98.2,17.9,False,True,False,,open-meteo-2025
2025-01-03 03:00:00,invierno,13.82,12.35,0.594,0.0,8.7,2.794,26.7,,,,False,False,,open-meteo-2025
2025-01-03 03:30:00,invierno,13.82,10.83,0.525,0.0,12.16,2.915,29.0,,,,False,False,,open-meteo-2025
2025-01-03 04:00:00,invierno,12.51,9.62,0.535,0.0,16.03,2.629,28.7,,,,False,False,,open-meteo-2025
2025-01-03 04:30:00,invierno,12.51,9.61,0.472,0.0,19.07,2.722,27.0,,,,False,False,,open-meteo-2025
2025-01-03 05:00:00,invierno,11.68,9.36,0.565,0.0,14.51,2.758,28.1,,,,False,False,,open-meteo-2025
2025-01-03 05:30:00,invierno,11.68,9.42,0.516,0.0,14.34,2.679,22.8,,,,False,False,,open-meteo-2025
2025-01-03 06:00:00,invierno,11.4,8.85,0.518,0.0,16.19,2.76,24.7,,,,False,False,,open-meteo-2025
2025-01-03 06:30:00,invierno,11.4,8.74,0.519,0.0,25.38,2.513,22.8,98.07,0.0,False,True,False,,open-meteo-2025
2025-01-03 07:00:00,invierno,11.68,9.51,0.444,0.0,21.15,2.556,27.1,98.06,0.0,False,True,False,,open-meteo-2025
2025-01-03 07:30:00,invierno,11.68,9.07,0.542,0.0,25.01,2.637,30.4,98.04,8.1,False,True,False,,open-meteo-2025
2025-01-03 08:00:00,invierno,12.51,9.74,0.634,0.0,31.65,2.584,29.2,,,,False,False,,open-meteo-2025
2025-01-03 08:30:00,invierno,12.51,10.46,0.557,0.0,33.84,2.641,26.4,,,,False,False,,open-meteo-2025
2025-01-03 09:00:00,invierno,13.82,11.55,0.583,0.0,26.52,2.58,23.0,97.99,13.6,False,True,False,,open-meteo-2025
2025-01-03 09:30:00,invierno,13.82,11.66,0.655,0.0,21.43,2.511,25.6,97.98,4.3,False,True,False,,open-meteo-2025
2025-01-03 10:00:00,invierno,15.52,12.71,0.597,0.0,18.01,2.555,28.3,97.96,0.0,False,True,False,,open-meteo-2025
2025-01-03 10:30:00,invierno,15.52,13.85,0.438,0.0,13.79,2.493,24.0,,,,False,False,,open-meteo-2025
2025-01-03 11:00:00,invierno,17.51,14.99,0.602,0.0,11.33,2.707,30.9,,,,False,False,,open-meteo-2025
2025-01-03 11:30:00,invierno,17.51,14.72,0.618,0.0,16.36,2.772,26.6,,,,False,False,,open-meteo-2025
2025-01-03 12:00:00,invierno,19.65,16.76,0.532,0.0,19.32,2.538,26.6,,,,False,False,,open-meteo-2025
2025-01-03 12:30:00,invierno,19.65,16.7,0.534,0.0,20.29,2.581,26.8,97.89,11.0,False,True,False,,open-meteo-2025
2025-01-03 13:00:00,invierno,21.79,20.13,0.559,0.0,25.66,2.666,35.2,97.88,0.0,False,True,False,,open-meteo-2025
2025-01-03 13:30:00,invierno,21.79,19.16,0.596,0.0,16.31,2.819,27.8,97.87,15.5,False,True,False,,open-meteo-2025
2025-01-03 14:00:00,invierno,23.77,21.99,0.586,0.0,20.22,2.805,24.6,,,,False,False,,open-meteo-2025
2025-01-03 14:30:00,invierno,23.77,20.69,0.546,0.0,20.07,2.681,31.3,97.84,0.0,False,True,False,,open-meteo-2025
2025-01-03 15:00:00,invierno,25.48,23.12,0.552,0.0,17.85,2.7,26.3,,,,False,False,,open-meteo-2025
2025-01-03 15:30:00,invierno,25.48,22.75,0.521,0.0,15.02,2.604,24.1,,,,False,False,,open-meteo-2025
2025-01-03 16:00:00,invierno,26.79,24.95,0.587,0.0,14.13,2.541,24.6,,,,False,False,,open-meteo-2025
2025-01-03 16:30:00,invierno,26.79,24.4,0.598,0.0,14.36,2.834,28.3,97.76,0.0,False,True,False,,open-meteo-2025
2025-01-03 17:00:00,invierno,27.62,25.4,0.534,0.0,14.01,2.738,26.4,,,,False,False,,open-meteo-2025
2025-01-03 17:30:00,invierno,27.62,24.9,0.526,0.0,10.17,2.451,26.7,,,,False,False,,open-meteo-2025
2025-01-03 18:00:00,invierno,27.9,25.77,0.543,0.0,12.27,2.443,20.7,97.72,11.0,False,True,False,,open-meteo-2025
2025-01-03 18:30:00,invierno,27.9,25.51,0.507,0.0,17.18,2.68,24.4,,,,False,False,,open-meteo-2025
2025-01-03 19:00:00,invierno,27.62,25.04,0.522,0.0,32.72,2.579,30.4,,,,False,False,,open-meteo-2025
2025-01-03 19:30:00,invierno,27.62,-1.9328620590878032,0.673,0.0,30.29,2.503,18.7,,,,False,True,sensor_fallo,open-meteo-2025
2025-01-03 20:00:00,invierno,26.79,24.57,0.553,0.0,22.03,2.607,27.3,97.66,0.0,False,True,False,,open-meteo-2025
2025-01-03 20:30:00,invierno,26.79,24.87,0.544,0.0,33.01,2.595,26.4,97.64,16.9,False,True,False,,open-meteo-2025
2025-01-03 21:00:00,invierno,25.48,23.45,0.48,0.0,20.23,2.794,25.7,,,,False,False,,open-meteo-2025
2025-01-03 21:30:00,invierno,25.48,22.34,0.554,0.0,25.28,2.72,27.9,,,,False,False,,open-meteo-2025
2025-01-03 22:00:00,invierno,23.78,21.66,0.505,0.0,29.77,2.554,29.0,,,,False,False,,open-meteo-2025
2025-01-03 22:30:00,invierno,23.78,21.08,0.59,0.0,35.35,2.527,26.4,,,,False,False,,open-meteo-2025
2025-01-03 23:00:00,invierno,21.79,19.18,0.543,0.0,17.77,2.556,23.6,97.57,13.8,False,True,False,,open-meteo-2025
2025-01-03 23:30:00,invierno,21.79,19.89,0.488,0.0,14.42,2.867,23.0,97.55,0.0,False,True,False,,open-meteo-2025
2025-01-04 00:00:00,invierno,18.95,17.37,0.538,0.0,14.22,2.651,24.4,,,,False,False,,open-meteo-2025
2025-01-04 00:30:00,invierno,18.95,16.14,0.564,0.0,12.27,2.662,32.3,,,,False,False,,open-meteo-2025
2025-01-04 01:00:00,invierno,17.18,14.27,0.544,0.0,19.94,2.845,34.8,97.5,13.1,False,True,False,,open-meteo-2025
2025-01-04 01:30:00,invierno,17.18,15.21,0.549,0.0,16.8,2.697,34.4,,,,False,False,,open-meteo-2025
2025-01-04 02:00:00,invierno,15.52,12.87,0.553,0.0,16.53,2.534,26.5,97.47,0.0,False,True,False,,open-meteo-2025
2025-01-04 02:30:00,invierno,15.52,13.54,0.628,0.0,14.74,2.882,25.8,,,,False,False,,open-meteo-2025
2025-01-04 03:00:00,invierno,14.11,11.27,0.556,0.0,12.69,2.633,29.1,,,,False,False,,open-meteo-2025
2025-01-04 03:30:00,invierno,14.11,11.54,0.556,0.0,11.57,2.806,23.1,,,,False,False,,open-meteo-2025
2025-01-04 04:00:00,invierno,13.02,9.69,0.541,0.0,14.26,2.727,30.4,,,,False,False,,open-meteo-2025
2025-01-04 04:30:00,invierno,13.02,10.14,0.572,0.0,12.31,2.738,22.7,,,,False,False,,open-meteo-2025
2025-01-04 05:00:00,invierno,12.33,9.59,0.579,0.0,13.82,2.637,27.9,,,,False,False,,open-meteo-2025
2025-01-04 05:30:00,invierno,12.33,9.87,0.513,0.0,14.24,2.749,24.3,,,,False,False,,open-meteo-2025
2025-01-04 06:00:00,invierno,12.1,9.27,0.555,0.0,29.55,2.471,23.9,97.32,0.0,False,True,False,,open-meteo-2025
2025-01-04 06:30:00,invierno,12.1,9.02,0.545,0.0,32.71,2.427,32.9,,,,False,False,,open-meteo-2025
2025-01-04 07:00:00,invierno,12.33,10.01,0.561,0.0,23.77,2.535,27.4,97.28,0.0,False,True,False,,open-meteo-2025
2025-01-04 07:30:00,invierno,12.33,9.25,0.532,0.0,24.98,2.508,27.0,97.26,0.0,False,True,False,,open-meteo-2025
2025-01-04 08:00:00,invierno,13.02,10.97,0.539,0.0,30.86,2.629,28.6,,,,False,False,,open-meteo-2025
2025-01-04 08:30:00,invierno,13.02,10.22,0.567,0.0,35.36,2.432,30.7,,,,False,False,,open-meteo-2025
2025-01-04 09:00:00,invierno,14.11,11.58,0.563,0.0,31.85,2.51,31.2,,,,False,False,,open-meteo-2025
2025-01-04 09:30:00,invierno,14.11,12.0,0.599,0.0,23.11,2.743,26.5,,,,False,False,,open-meteo-2025
2025-01-04 10:00:00,invierno,15.52,12.68,0.57,0.0,13.81,2.634,29.2,,,,False,False,,open-meteo-2025
2025-01-04 10:30:00,invierno,15.52,12.71,0.56,0.0,14.64,2.791,25.7,,,,False,False,,open-meteo-2025
2025-01-04 11:00:00,invierno,17.18,14.33,0.518,0.0,16.41,2.651,30.4,97.13,9.8,False,True,False,,open-meteo-2025
2025-01-04 11:30:00,invierno,17.18,14.87,0.535,0.0,13.19,2.75,24.7,,,,False,False,,open-meteo-2025
2025-01-04 12:00:00,invierno,18.95,15.77,0.595,0.0,20.74,2.768,31.7,,,,False,False,,open-meteo-2025
2025-01-04 12:30:00,invierno,18.95,16.22,0.53,0.0,26.52,2.314,29.1,,,,False,False,,open-meteo-2025
2025-01-04 13:00:00,invierno,20.72,18.92,0.53,0.0,24.93,2.489,25.8,97.06,14.6,False,True,False,,open-meteo-2025
2025-01-04 13:30:00,invierno,20.72,18.25,0.551,0.0,21.9,2.589,25.5,97.04,17.4,False,True,False,,open-meteo-2025
2025-01-04 14:00:00,invierno,22.38,19.89,0.59,0.0,18.87,2.658,30.0,,,,False,False,,open-meteo-2025
2025-01-04 14:30:00,invierno,22.38,19.83,0.557,0.0,17.16,2.723,27.3,,,,False,False,,open-meteo-2025
2025-01-04 15:00:00,invierno,23.79,21.43,0.563,0.0,14.79,2.653,27.5,,,,False,False,,open-meteo-2025
2025-01-04 15:30:00,invierno,23.79,22.04,0.565,0.0,11.22,2.696,31.4,,,,False,False,,open-meteo-2025
2025-01-04 16:00:00,invierno,24.88,22.21,0.618,0.0,17.06,2.791,29.1,,,,False,False,,open-meteo-2025
2025-01-04 16:30:00,invierno,24.88,22.05,0.511,0.0,11.39,2.713,29.4,,,,False,False,,open-meteo-2025
2025-01-04 17:00:00,invierno,25.57,23.2,0.576,0.0,18.71,2.453,27.8,96.91,3.2,False,True,False,,open-meteo-2025
2025-01-04 17:30:00,invierno,25.57,23.83,0.495,0.0,18.64,2.721,27.4,96.89,0.0,False,True,False,,open-meteo-2025
2025-01-04 18:00:00,invierno,25.8,23.98,0.593,0.0,15.88,2.854,22.5,,,,False,False,,open-meteo-2025
2025-01-04 18:30:00,invierno,25.8,23.17,0.508,0.0,18.39,2.483,28.6,,,,False,False,,open-meteo-2025
2025-01-04 19:00:00,invierno,25.57,23.33,0.55,0.0,33.16,2.403,28.0,,,,False,False,,open-meteo-2025
2025-01-04 19:30:00,invierno,25.57,23.17,0.601,0.0,24.67,2.614,26.0,,,,False,False,,open-meteo-2025
2025-01-04 20:00:00,invierno,24.88,22.46,0.536,0.0,18.62,2.717,28.2,96.8,14.8,False,True,False,,open-meteo-2025
2025-01-04 20:30:00,invierno,24.88,21.96,0.574,0.0,27.67,2.518,29.8,96.79,0.0,False,True,False,,open-meteo-2025
2025-01-04 21:00:00,invierno,23.79,21.09,0.555,0.0,34.67,2.465,29.0,,,,False,False,,open-meteo-2025
2025-01-04 21:30:00,invierno,23.79,21.05,0.616,0.0,30.23,2.651,25.8,,,,False,False,,open-meteo-2025
2025-01-04 22:00:00,invierno,22.38,19.66,0.592,0.0,30.31,2.645,31.1,,,,False,False,,open-meteo-2025
2025-01-04 22:30:00,invierno,22.38,20.06,0.509,0.0,31.23,2.623,33.1,96.71,3.3,False,True,False,,open-meteo-2025
2025-01-04 23:00:00,invierno,20.72,18.02,0.526,0.0,13.75,2.758,28.3,,,,False,False,,open-meteo-2025
2025-01-04 23:30:00,invierno,20.72,18.1,0.496,0.0,11.93,2.835,30.1,,,,False,False,,open-meteo-2025
2025-01-05 00:00:00,invierno,16.65,14.51,0.533,0.0,13.75,2.537,31.9,,,,False,False,,open-meteo-2025
2025-01-05 00:30:00,invierno,16.65,14.21,0.544,0.0,20.81,2.831,25.5,,,,False,False,,open-meteo-2025
2025-01-05 01:00:00,invierno,14.64,12.48,0.523,0.0,20.81,2.814,27.0,,,,False,False,,open-meteo-2025
2025-01-05 01:30:00,invierno,14.64,12.89,0.472,0.0,17.66,2.539,26.9,,,,False,False,,open-meteo-2025
2025-01-05 02:00:00,invierno,12.77,9.74,0.503,0.0,19.86,2.706,24.0,96.59,9.7,False,True,False,,open-meteo-2025
2025-01-05 02:30:00,invierno,12.77,9.79,0.556,0.0,16.57,2.812,31.4,,,,False,False,,open-meteo-2025
2025-01-05 03:00:00,invierno,11.17,8.97,0.537,0.0,10.56,2.962,28.6,96.55,13.8,False,True,False,,open-meteo-2025
2025-01-05 03:30:00,invierno,11.17,7.97,0.456,0.0,16.78,2.672,30.0,,,,False,False,,open-meteo-2025
2025-01-05 04:00:00,invierno,9.94,7.97,0.564,0.001,15.38,2.938,27.4,96.51,0.0,False,True,False,,open-meteo-2025
2025-01-05 04:30:00,invierno,9.94,7.69,0.536,0.001,13.84,2.43,25.2,,,,False,False,,open-meteo-2025
2025-01-05 05:00:00,invierno,9.16,6.32,0.625,0.013,16.88,2.644,32.4,96.47,0.0,False,True,False,,open-meteo-2025
2025-01-05 05:30:00,invierno,9.16,79.16234746682457,0.606,0.013,16.16,2.52,28.7,,,,False,True,sensor_fallo,open-meteo-2025
2025-01-05 06:00:00,invierno,8.9,6.63,0.54,0.016,29.04,2.724,24.9,96.44,7.6,False,True,False,,open-meteo-2025
2025-01-05 06:30:00,invierno,8.9,6.7,0.562,0.016,40.75,2.59,26.8,,,,False,False,,open-meteo-2025
2025-01-05 07:00:00,invierno,9.16,6.47,0.58,0.013,17.23,2.808,23.9,96.41,0.0,False,True,False,,open-meteo-2025
2025-01-05 07:30:00,invierno,9.16,6.86,0.553,0.013,24.14,2.587,27.6,96.39,0.0,False,True,True,fuga_gas,open-meteo-2025
2025-01-05 08:00:00,invierno,9.94,6.87,0.56,0.001,23.13,2.577,26.9,96.38,0.0,False,True,False,,open-meteo-2025
2025-01-05 08:30:00,invierno,9.94,6.64,0.544,0.001,23.75,2.637,26.5,,,,False,False,,open-meteo-2025
2025-01-05 09:00:00,invierno,11.17,8.36,0.582,0.0,21.98,2.648,22.5,,,,False,False,,open-meteo-2025
2025-01-05 09:30:00,invierno,11.17,8.59,0.515,0.0,31.47,2.41,28.1,,,,False,False,,open-meteo-2025
2025-01-05 10:00:00,invierno,12.77,9.47,0.583,0.0,14.18,2.528,29.0,,,,False,False,,open-meteo-2025
